"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"07/02/2025";"0600";"20,0";"95,0";"929,1";"0,0";"0,0";"0,0";"";"";"";""
"07/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"07/02/2025";"1200";"26,3";"61,0";"931,3";"2,1";"60,0";"0,0";"";"";"19,2";"0,0"
"07/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"07/02/2025";"1800";"24,0";"73,0";"931,2";"2,6";"300,0";"7,5";"";"";"";""
"07/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"08/02/2025";"0000";"23,9";"82,0";"931,9";"2,1";"130,0";"10,0";"";"30,0";"";""
"08/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"08/02/2025";"0600";"20,6";"94,0";"930,9";"0,0";"0,0";"6,3";"";"";"";""
"08/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"08/02/2025";"1200";"25,9";"66,0";"932,9";"2,1";"80,0";"5,0";"";"";"20,6";"0,4"
"08/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"08/02/2025";"1800";"28,8";"60,0";"931,0";"4,6";"160,0";"7,5";"";"";"";""
"08/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"09/02/2025";"0000";"22,8";"77,0";"932,7";"2,1";"140,0";"6,3";"";"31,7";"";""
"09/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"09/02/2025";"0600";"21,1";"86,0";"932,2";"0,0";"0,0";"7,5";"";"";"";""
"09/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"09/02/2025";"1200";"23,6";"69,0";"934,0";"5,1";"60,0";"7,5";"";"";"19,6";"0,0"
"09/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"09/02/2025";"1800";"31,7";"30,0";"931,0";"2,1";"200,0";"7,5";"";"";"";""
"09/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"10/02/2025";"0000";"22,9";"78,0";"932,6";"3,1";"120,0";"6,3";"";"31,3";"";""
"10/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"10/02/2025";"0600";"19,9";"90,0";"930,7";"1,5";"100,0";"2,5";"";"";"";""
"10/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"10/02/2025";"1200";"25,4";"68,0";"932,2";"3,6";"70,0";"7,5";"";"";"19,5";"0,0"
"10/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"10/02/2025";"1800";"30,0";"53,0";"928,8";"2,1";"130,0";"8,8";"";"";"";""
"10/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"11/02/2025";"0000";"20,8";"93,0";"930,6";"1,5";"130,0";"8,8";"";"31,5";"";""
"11/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"11/02/2025";"0600";"20,1";"94,0";"929,2";"0,0";"0,0";"7,5";"";"";"";""
"11/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"11/02/2025";"1200";"25,5";"72,0";"931,4";"3,1";"80,0";"6,3";"";"";"19,8";"14,0"
"11/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"11/02/2025";"1800";"30,3";"39,0";"928,5";"3,6";"80,0";"8,8";"";"";"";""
"11/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"12/02/2025";"0000";"23,3";"84,0";"929,2";"1,0";"160,0";"0,0";"";"31,8";"";""
"12/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"12/02/2025";"0600";"20,4";"88,0";"929,4";"0,0";"0,0";"5,0";"";"";"";""
"12/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"12/02/2025";"1200";"26,6";"59,0";"930,8";"3,6";"80,0";"6,3";"";"";"19,1";"0,0"
"12/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"12/02/2025";"1800";"31,4";"44,0";"928,2";"6,7";"320,0";"8,8";"";"";"";""
"12/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"13/02/2025";"0000";"24,6";"73,0";"929,7";"0,0";"0,0";"7,5";"";"31,1";"";""
"13/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"13/02/2025";"0600";"22,9";"79,0";"930,2";"2,6";"320,0";"7,5";"";"";"";""
"13/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"13/02/2025";"1200";"26,6";"68,0";"931,4";"3,6";"290,0";"6,3";"";"";"21,0";"0,0"
"13/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"13/02/2025";"1800";"29,2";"50,0";"929,2";"5,7";"270,0";"8,8";"";"";"";""
"13/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"14/02/2025";"0000";"21,2";"95,0";"931,0";"0,5";"150,0";"8,8";"";"28,3";"";""
"14/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"14/02/2025";"0600";"20,6";"94,0";"930,1";"2,1";"80,0";"0,0";"";"";"";""
"14/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"14/02/2025";"1200";"23,8";"82,0";"931,0";"2,1";"50,0";"3,8";"";"";"20,5";"12,0"
"14/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"14/02/2025";"1800";"21,7";"92,0";"928,6";"5,1";"240,0";"10,0";"";"";"";""
"14/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"15/02/2025";"0000";"21,8";"92,0";"929,9";"4,6";"60,0";"10,0";"";"29,8";"";""
"15/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"15/02/2025";"0600";"19,7";"97,0";"928,3";"2,1";"90,0";"10,0";"";"";"";""
"15/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"15/02/2025";"1200";"21,7";"86,0";"931,0";"1,0";"80,0";"10,0";"";"";"19,3";"15,0"
"15/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"15/02/2025";"1800";"29,4";"57,0";"927,1";"2,1";"140,0";"6,3";"";"";"";""
"15/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"16/02/2025";"0000";"24,4";"83,0";"929,8";"2,6";"120,0";"6,3";"";"33,2";"";""
"16/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"16/02/2025";"0600";"20,9";"91,0";"929,3";"2,6";"80,0";"0,0";"";"";"";""
"16/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"16/02/2025";"1200";"26,5";"71,0";"930,8";"2,6";"70,0";"3,8";"";"";"20,5";"0,0"
"16/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"16/02/2025";"1800";"33,2";"43,0";"928,2";"4,6";"280,0";"6,3";"";"";"";""
"16/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"17/02/2025";"0000";"24,7";"75,0";"929,1";"0,0";"0,0";"5,0";"";"34,0";"";""
"17/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"17/02/2025";"0600";"22,5";"76,0";"929,1";"1,0";"80,0";"0,0";"";"";"";""
"17/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"17/02/2025";"1200";"29,0";"49,0";"931,6";"3,1";"40,0";"0,0";"";"";"19,3";"0,0"
"17/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"17/02/2025";"1800";"33,7";"31,0";"928,7";"4,1";"310,0";"1,3";"";"";"";""
"17/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"18/02/2025";"0000";"23,7";"73,0";"929,0";"0,5";"200,0";"0,0";"";"33,0";"";""
"18/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"18/02/2025";"0600";"21,7";"81,0";"928,8";"1,5";"90,0";"3,8";"";"";"";""
"18/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"18/02/2025";"1200";"27,3";"71,0";"930,3";"2,6";"50,0";"3,8";"";"";"20,2";"0,0"
"18/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"18/02/2025";"1800";"28,5";"71,0";"927,4";"5,1";"150,0";"7,5";"";"";"";""
"18/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"19/02/2025";"0000";"18,8";"93,0";"931,8";"3,6";"210,0";"10,0";"";"31,8";"";""
"19/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"19/02/2025";"0600";"19,9";"91,0";"930,5";"2,1";"120,0";"10,0";"";"";"";""
"19/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"19/02/2025";"1200";"23,7";"81,0";"930,8";"5,1";"80,0";"0,0";"";"";"18,8";"15,0"
"19/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"19/02/2025";"1800";"27,9";"61,0";"928,6";"5,1";"80,0";"7,5";"";"";"";""
"19/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"20/02/2025";"0000";"23,3";"84,0";"930,0";"1,0";"100,0";"0,0";"";"32,8";"";""
"20/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"20/02/2025";"0600";"22,8";"89,0";"929,9";"1,0";"100,0";"6,3";"";"";"";""
"20/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"20/02/2025";"1200";"26,8";"66,0";"932,2";"2,1";"360,0";"6,3";"";"";"21,9";"0,8"
"20/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"20/02/2025";"1800";"25,9";"69,0";"931,5";"5,1";"170,0";"8,8";"";"";"";""
"20/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"21/02/2025";"0000";"23,6";"85,0";"932,5";"2,1";"90,0";"8,8";"";"30,6";"";""
"21/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"21/02/2025";"0600";"23,5";"88,0";"931,9";"2,1";"160,0";"8,8";"";"";"";""
"21/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"21/02/2025";"1200";"25,7";"77,0";"934,0";"2,6";"110,0";"8,8";"";"";"22,9";"0,0"
"21/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"21/02/2025";"1800";"29,2";"62,0";"931,7";"4,1";"150,0";"7,5";"";"";"";""
"21/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"22/02/2025";"0000";"23,4";"83,0";"934,0";"2,6";"150,0";"8,8";"";"29,4";"";""
"22/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"22/02/2025";"0600";"21,5";"89,0";"932,5";"1,5";"120,0";"6,3";"";"";"";""
"22/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"22/02/2025";"1200";"24,3";"77,0";"934,3";"1,5";"130,0";"10,0";"";"";"21,3";"0,0"
"22/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"22/02/2025";"1800";"28,6";"61,0";"931,4";"5,1";"170,0";"6,3";"";"";"";""
"22/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"23/02/2025";"0000";"22,9";"82,0";"933,1";"3,6";"170,0";"10,0";"";"30,1";"";""
"23/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"23/02/2025";"0600";"21,6";"86,0";"931,6";"1,5";"130,0";"8,8";"";"";"";""
"23/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"23/02/2025";"1200";"24,2";"76,0";"933,6";"2,6";"50,0";"8,8";"";"";"21,0";"0,0"
"23/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"23/02/2025";"1800";"30,1";"43,0";"930,5";"3,1";"60,0";"5,0";"";"";"";""
"23/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"24/02/2025";"0000";"23,4";"82,0";"931,8";"3,6";"130,0";"8,8";"";"31,0";"";""
"24/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"24/02/2025";"0600";"21,9";"90,0";"931,4";"1,5";"120,0";"1,3";"";"";"";""
"24/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"24/02/2025";"1200";"24,0";"75,0";"933,8";"6,2";"80,0";"7,5";"";"";"20,9";"0,0"
"24/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"24/02/2025";"1800";"30,3";"41,0";"930,8";"3,1";"90,0";"5,0";"";"";"";""
"24/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"25/02/2025";"0000";"23,8";"82,0";"932,9";"1,0";"140,0";"0,0";"";"";"";""
"25/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"25/02/2025";"0600";"20,8";"93,0";"932,3";"1,0";"120,0";"0,0";"";"";"";""
"25/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"25/02/2025";"1200";"23,9";"80,0";"934,8";"3,6";"70,0";"1,3";"";"";"20,5";"0,0"
"25/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"25/02/2025";"1800";"30,7";"39,0";"931,8";"4,1";"80,0";"7,5";"";"";"";""
"25/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"26/02/2025";"0000";"";"";"";"";"";"";"";"32,6";"";""
"26/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"26/02/2025";"0600";"21,8";"88,0";"932,7";"1,5";"90,0";"0,0";"";"";"";""
"26/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"26/02/2025";"1200";"24,8";"74,0";"934,5";"5,1";"80,0";"1,3";"";"";"21,2";"0,0"
"26/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"26/02/2025";"1800";"31,4";"41,0";"931,0";"3,1";"70,0";"2,5";"";"";"";""
"26/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"27/02/2025";"0000";"24,7";"72,0";"932,3";"2,1";"140,0";"2,5";"";"32,8";"";""
"27/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"27/02/2025";"0600";"19,7";"93,0";"931,3";"0,5";"100,0";"0,0";"";"";"";""
"27/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"27/02/2025";"1200";"24,9";"70,0";"932,4";"3,6";"80,0";"2,5";"";"";"19,7";"0,0"
"27/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"27/02/2025";"1800";"31,2";"45,0";"929,9";"2,1";"130,0";"7,5";"";"";"";""
"27/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"28/02/2025";"0000";"22,9";"88,0";"931,9";"2,6";"130,0";"3,8";"";"31,8";"";""
"28/02/2025";"0300";"";"";"";"";"";"";"";"";"";""
"28/02/2025";"0600";"19,5";"97,0";"931,6";"1,0";"130,0";"0,0";"";"";"";""
"28/02/2025";"0900";"";"";"";"";"";"";"";"";"";""
"28/02/2025";"1200";"23,5";"81,0";"933,3";"5,1";"80,0";"1,3";"";"";"19,3";"10,0"
"28/02/2025";"1500";"";"";"";"";"";"";"";"";"";""
"28/02/2025";"1800";"31,8";"37,0";"930,5";"2,6";"90,0";"3,8";"";"";"";""
"28/02/2025";"2100";"";"";"";"";"";"";"";"";"";""
"01/03/2025";"0000";"24,0";"81,0";"932,0";"2,6";"130,0";"0,0";"";"32,8";"";""
"01/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
"01/03/2025";"0600";"19,9";"95,0";"932,4";"1,0";"90,0";"0,0";"";"";"";""
"01/03/2025";"0900";"";"";"";"";"";"";"";"";"";""
"01/03/2025";"1200";"24,4";"73,0";"934,2";"5,1";"70,0";"0,0";"";"";"19,9";"0,0"
"01/03/2025";"1500";"";"";"";"";"";"";"";"";"";""
"01/03/2025";"1800";"32,8";"32,0";"931,4";"2,1";"160,0";"1,3";"";"";"";""
"01/03/2025";"2100";"";"";"";"";"";"";"";"";"";""
"02/03/2025";"0000";"23,5";"78,0";"932,8";"1,5";"160,0";"0,0";"";"33,5";"";""
"02/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
"02/03/2025";"0600";"21,4";"86,0";"932,3";"1,5";"70,0";"2,5";"";"";"";""
"02/03/2025";"0900";"";"";"";"";"";"";"";"";"";""
"02/03/2025";"1200";"24,9";"73,0";"934,4";"4,1";"80,0";"1,3";"";"";"20,4";"0,0"
"02/03/2025";"1500";"";"";"";"";"";"";"";"";"";""
"02/03/2025";"1800";"33,5";"29,0";"931,3";"3,6";"110,0";"2,5";"";"";"";""
"02/03/2025";"2100";"";"";"";"";"";"";"";"";"";""
"03/03/2025";"0000";"24,0";"77,0";"933,4";"3,1";"90,0";"1,3";"";"31,6";"";""
"03/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
"03/03/2025";"0600";"19,8";"90,0";"932,6";"1,5";"110,0";"0,0";"";"";"";""
"03/03/2025";"0900";"";"";"";"";"";"";"";"";"";""
"03/03/2025";"1200";"24,8";"70,0";"934,3";"5,1";"70,0";"0,0";"";"";"18,8";"0,0"
"03/03/2025";"1500";"";"";"";"";"";"";"";"";"";""
"03/03/2025";"1800";"31,6";"34,0";"931,2";"3,1";"100,0";"3,8";"";"";"";""
"03/03/2025";"2100";"";"";"";"";"";"";"";"";"";""
"04/03/2025";"0000";"23,3";"80,0";"933,7";"3,6";"110,0";"3,8";"";"31,1";"";""
"04/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
"04/03/2025";"0600";"20,4";"88,0";"932,1";"2,1";"90,0";"0,0";"";"";"";""
"04/03/2025";"0900";"";"";"";"";"";"";"";"";"";""
"04/03/2025";"1200";"24,2";"70,0";"934,3";"5,1";"50,0";"1,3";"";"";"19,3";"0,0"
"04/03/2025";"1500";"";"";"";"";"";"";"";"";"";""
"04/03/2025";"1800";"30,7";"36,0";"930,8";"3,1";"70,0";"3,8";"";"";"";""
"04/03/2025";"2100";"";"";"";"";"";"";"";"";"";""
"05/03/2025";"0000";"23,6";"80,0";"932,1";"3,6";"120,0";"2,5";"";"30,9";"";""
"05/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
"05/03/2025";"0600";"20,1";"91,0";"932,3";"3,6";"80,0";"0,0";"";"";"";""
"05/03/2025";"0900";"";"";"";"";"";"";"";"";"";""
"05/03/2025";"1200";"24,1";"71,0";"934,8";"5,7";"60,0";"6,3";"";"";"19,8";"0,0"
"05/03/2025";"1500";"";"";"";"";"";"";"";"";"";""
"05/03/2025";"1800";"29,7";"43,0";"931,8";"3,6";"120,0";"3,8";"";"";"";""
"05/03/2025";"2100";"";"";"";"";"";"";"";"";"";""
"06/03/2025";"0000";"22,3";"82,0";"933,3";"3,1";"120,0";"1,3";"";"30,1";"";""
"06/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
"06/03/2025";"0600";"19,6";"89,0";"933,4";"1,5";"70,0";"1,3";"";"";"";""
"06/03/2025";"0900";"";"";"";"";"";"";"";"";"";""
"06/03/2025";"1200";"23,2";"74,0";"936,1";"6,7";"70,0";"7,5";"";"";"18,5";"0,0"
"06/03/2025";"1500";"";"";"";"";"";"";"";"";"";""
"06/03/2025";"1800";"29,7";"50,0";"933,7";"4,6";"110,0";"3,8";"";"";"";""
"06/03/2025";"2100";"";"";"";"";"";"";"";"";"";""
"07/03/2025";"0000";"22,0";"74,0";"936,1";"2,6";"120,0";"0,0";"";"30,6";"";""
"07/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
"07/03/2025";"0600";"20,0";"84,0";"935,2";"2,1";"110,0";"0,0";"";"";"";""
"07/03/2025";"0900";"";"";"";"";"";"";"";"";"";""
"07/03/2025";"1200";"23,3";"69,0";"936,8";"3,6";"50,0";"0,0";"";"";"18,8";"0,0"
"07/03/2025";"1500";"";"";"";"";"";"";"";"";"";""
"07/03/2025";"1800";"30,5";"40,0";"933,4";"4,6";"80,0";"5,0";"";"";"";""
"07/03/2025";"2100";"";"";"";"";"";"";"";"";"";""
"08/03/2025";"0000";"22,0";"81,0";"935,0";"3,1";"140,0";"0,0";"";"30,9";"";""
"08/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
"08/03/2025";"0600";"20,5";"86,0";"933,3";"2,1";"100,0";"0,0";"";"";"";""
"08/03/2025";"0900";"";"";"";"";"";"";"";"";"";""
"08/03/2025";"1200";"23,7";"71,0";"934,3";"4,6";"70,0";"0,0";"";"";"18,4";"0,0"
"08/03/2025";"1500";"";"";"";"";"";"";"";"";"";""
"08/03/2025";"1800";"29,3";"54,0";"931,3";"3,6";"160,0";"6,3";"";"";"";""
"08/03/2025";"2100";"";"";"";"";"";"";"";"";"";""
"09/03/2025";"0000";"22,7";"81,0";"932,7";"1,5";"150,0";"8,8";"";"32,8";"";""
"09/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
"09/03/2025";"0600";"19,5";"94,0";"930,6";"1,0";"110,0";"0,0";"";"";"";""
"09/03/2025";"0900";"";"";"";"";"";"";"";"";"";""
"09/03/2025";"1200";"23,6";"74,0";"930,9";"1,5";"30,0";"0,0";"";"";"19,0";"0,0"
"09/03/2025";"1500";"";"";"";"";"";"";"";"";"";""
"09/03/2025";"1800";"32,4";"31,0";"927,5";"4,1";"280,0";"3,8";"";"";"";""
"09/03/2025";"2100";"";"";"";"";"";"";"";"";"";""
"10/03/2025";"0000";"24,6";"64,0";"929,7";"1,5";"130,0";"0,0";"";"29,5";"";""
"10/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
"10/03/2025";"0600";"21,1";"82,0";"930,0";"2,1";"170,0";"3,8";"";"";"";""
"10/03/2025";"0900";"";"";"";"";"";"";"";"";"";""
"10/03/2025";"1200";"24,2";"70,0";"931,4";"1,5";"130,0";"7,5";"";"";"19,7";"0,0"
"10/03/2025";"1500";"";"";"";"";"";"";"";"";"";""
"10/03/2025";"1800";"28,2";"56,0";"928,7";"4,6";"170,0";"3,8";"";"";"";""
"10/03/2025";"2100";"";"";"";"";"";"";"";"";"";""
"11/03/2025";"0000";"21,7";"87,0";"932,4";"2,1";"130,0";"10,0";"";"30,6";"";""
"11/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
"11/03/2025";"0600";"20,4";"89,0";"930,7";"3,1";"70,0";"6,3";"";"";"";""
"11/03/2025";"0900";"";"";"";"";"";"";"";"";"";""
"11/03/2025";"1200";"23,5";"74,0";"933,5";"3,6";"70,0";"6,3";"";"";"20,3";"0,1"
"11/03/2025";"1500";"";"";"";"";"";"";"";"";"";""
"11/03/2025";"1800";"27,1";"60,0";"930,3";"3,1";"140,0";"8,8";"";"";"";""
"11/03/2025";"2100";"";"";"";"";"";"";"";"";"";""
"12/03/2025";"0000";"20,4";"95,0";"933,9";"1,5";"120,0";"10,0";"";"31,2";"";""
"12/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
"12/03/2025";"0600";"19,8";"95,0";"931,7";"1,0";"90,0";"0,0";"";"";"";""
"12/03/2025";"0900";"";"";"";"";"";"";"";"";"";""
"12/03/2025";"1200";"21,6";"84,0";"933,8";"2,6";"70,0";"6,3";"";"";"19,2";"5,0"
"12/03/2025";"1500";"";"";"";"";"";"";"";"";"";""
"12/03/2025";"1800";"30,6";"46,0";"930,3";"2,6";"270,0";"5,0";"";"";"";""
"12/03/2025";"2100";"";"";"";"";"";"";"";"";"";""
"13/03/2025";"0000";"22,3";"90,0";"932,5";"2,1";"110,0";"8,8";"";"30,7";"";""
"13/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
"13/03/2025";"0600";"21,1";"97,0";"929,9";"0,5";"120,0";"10,0";"";"";"";""
"13/03/2025";"0900";"";"";"";"";"";"";"";"";"";""
"13/03/2025";"1200";"24,6";"80,0";"931,6";"1,0";"100,0";"2,5";"";"";"19,8";"10,0"
"13/03/2025";"1500";"";"";"";"";"";"";"";"";"";""
"13/03/2025";"1800";"29,7";"52,0";"927,9";"6,2";"280,0";"8,8";"";"";"";""
"13/03/2025";"2100";"";"";"";"";"";"";"";"";"";""
"14/03/2025";"0000";"22,9";"87,0";"930,9";"1,5";"100,0";"8,8";"";"27,8";"";""
"14/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
"14/03/2025";"0600";"20,8";"93,0";"928,8";"1,0";"100,0";"6,3";"";"";"";""
"14/03/2025";"0900";"";"";"";"";"";"";"";"";"";""
"14/03/2025";"1200";"23,4";"79,0";"930,5";"2,1";"80,0";"8,8";"";"";"20,6";"0,0"
"14/03/2025";"1500";"";"";"";"";"";"";"";"";"";""
"14/03/2025";"1800";"26,5";"69,0";"928,2";"1,5";"190,0";"8,8";"";"";"";""
"14/03/2025";"2100";"";"";"";"";"";"";"";"";"";""
"15/03/2025";"0000";"22,0";"83,0";"931,1";"2,6";"140,0";"10,0";"";"28,9";"";""
"15/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
"15/03/2025";"0600";"21,1";"84,0";"930,2";"2,1";"120,0";"10,0";"";"";"";""
"15/03/2025";"0900";"";"";"";"";"";"";"";"";"";""
"15/03/2025";"1200";"22,8";"79,0";"931,7";"3,1";"90,0";"10,0";"";"";"21,1";"0,0"
"15/03/2025";"1500";"";"";"";"";"";"";"";"";"";""
"15/03/2025";"1800";"26,5";"67,0";"929,4";"4,6";"160,0";"3,8";"";"";"";""
"15/03/2025";"2100";"";"";"";"";"";"";"";"";"";""
"16/03/2025";"0000";"22,0";"84,0";"933,1";"2,1";"140,0";"10,0";"";"23,5";"";""
"16/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
"16/03/2025";"0600";"20,7";"89,0";"930,8";"3,1";"150,0";"10,0";"";"";"";""
"16/03/2025";"0900";"";"";"";"";"";"";"";"";"";""
"16/03/2025";"1200";"23,1";"79,0";"934,1";"3,1";"120,0";"8,8";"";"";"20,1";"0,1"
"16/03/2025";"1500";"";"";"";"";"";"";"";"";"";""
"16/03/2025";"1800";"21,9";"83,0";"932,7";"2,6";"170,0";"10,0";"";"";"";""
"16/03/2025";"2100";"";"";"";"";"";"";"";"";"";""
"17/03/2025";"0000";"20,2";"87,0";"934,5";"2,1";"140,0";"10,0";"";"26,8";"";""
"17/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
"17/03/2025";"0600";"20,3";"87,0";"933,1";"2,1";"120,0";"8,8";"";"";"";""
"17/03/2025";"0900";"";"";"";"";"";"";"";"";"";""
"17/03/2025";"1200";"22,0";"79,0";"934,9";"2,1";"120,0";"10,0";"";"";"19,8";"0,0"
"17/03/2025";"1500";"";"";"";"";"";"";"";"";"";""
"17/03/2025";"1800";"26,8";"60,0";"931,7";"1,5";"150,0";"6,3";"";"";"";""
"17/03/2025";"2100";"";"";"";"";"";"";"";"";"";""
"18/03/2025";"0000";"21,7";"84,0";"933,8";"2,1";"160,0";"8,8";"";"31,7";"";""
"18/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
"18/03/2025";"0600";"19,6";"93,0";"930,7";"3,6";"70,0";"2,5";"";"";"";""
"18/03/2025";"0900";"";"";"";"";"";"";"";"";"";""
"18/03/2025";"1200";"23,0";"78,0";"932,0";"2,1";"70,0";"7,5";"";"";"18,7";"0,0"
"18/03/2025";"1500";"";"";"";"";"";"";"";"";"";""
"18/03/2025";"1800";"31,6";"45,0";"927,5";"4,1";"280,0";"7,5";"";"";"";""
"18/03/2025";"2100";"";"";"";"";"";"";"";"";"";""
"19/03/2025";"0000";"20,9";"90,0";"931,1";"2,6";"70,0";"8,8";"";"25,1";"";""
"19/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
"19/03/2025";"0600";"18,5";"98,0";"929,2";"0,0";"0,0";"8,8";"";"";"";""
"19/03/2025";"0900";"";"";"";"";"";"";"";"";"";""
"19/03/2025";"1200";"22,1";"83,0";"930,8";"1,0";"110,0";"8,8";"";"";"18,5";"13,0"
"19/03/2025";"1500";"";"";"";"";"";"";"";"";"";""
"19/03/2025";"1800";"24,9";"65,0";"930,4";"4,1";"200,0";"8,8";"";"";"";""
"19/03/2025";"2100";"";"";"";"";"";"";"";"";"";""
"20/03/2025";"0000";"19,2";"90,0";"933,1";"2,1";"130,0";"10,0";"";"25,0";"";""
"20/03/2025";"0300";"";"";"";"";"";"";"";"";"";""
